company_name,work_hours,job_titles,skills
"Marsh, Miller and Miller",00:10 - 20:50,['Architectural technologist'],"[['raise', 'team', 'summer', 'property', 'star']]"
"Montgomery, Acosta and Ray",17:22 - 16:00,"['Environmental manager', 'Energy manager']","[['enjoy', 'other', 'wall', 'movement'], ['prove', 'back']]"
"Lang, Underwood and Lawson",14:55 - 01:31,"['Catering manager', 'Administrator, local government', 'Acupuncturist', 'Adult guidance worker']","[['through', 'if'], ['whom', 'task'], ['detail', 'standard', 'mind', 'big'], ['well']]"
Garcia-Mccarthy,15:25 - 02:52,"['Paediatric nurse', 'Surveyor, hydrographic', 'Data scientist', 'Tax adviser', 'Tax adviser', 'Midwife', 'Equality and diversity officer', 'Producer, television/film/video', 'Fast food restaurant manager', 'Chartered accountant']","[['film', 'fine', 'material', 'town'], ['stock'], ['value', 'outside'], ['bank', 'point', 'knowledge', 'item', 'body'], ['scientist', 'century', 'whom', 'half'], ['degree', 'indeed', 'government', 'hotel', 'art'], ['conference', 'apply', 'large', 'type', 'face'], ['energy', 'certainly', 'score', 'other'], ['including', 'middle', 'general', 'though', 'way'], ['while', 'fear']]"
Moore Ltd,19:52 - 04:29,"['Amenity horticulturist', 'Nurse, adult']","[['your', 'us'], ['chair', 'collection', 'appear', 'north']]"
"Hayes, Spence and Flores",17:39 - 18:36,"['Lexicographer', 'Energy engineer', 'Commissioning editor', 'Tourist information centre manager', 'Chartered certified accountant', 'Stage manager']","[['oil', 'institution', 'eight', 'attention', 'ago'], ['difficult', 'story'], ['himself', 'hard', 'serve', 'always', 'answer'], ['news', 'health', 'population', 'painting', 'you'], ['during'], ['movie']]"
Gonzalez-Russell,12:19 - 01:43,"['Pilot, airline', 'Accountant, chartered certified', 'Engineer, electronics', 'Research scientist (physical sciences)', 'Horticultural consultant', 'Pilot, airline', 'Rural practice surveyor', 'Marine scientist', 'Visual merchandiser']","[['part', 'piece', 'trip'], ['before', 'area', 'executive'], ['ask', 'include', 'travel', 'see', 'those'], ['who', 'several', 'very'], ['company', 'cover', 'visit', 'city'], ['first', 'tree', 'hundred', 'step'], ['eye'], ['item', 'official', 'language', 'still', 'suggest'], ['general', 'car']]"
"Chavez, Hicks and Livingston",21:35 - 01:04,"['Broadcast presenter', 'Banker', 'Music therapist', 'Dispensing optician', 'Television camera operator', 'Cytogeneticist']","[['consumer', 'woman', 'later', 'remember'], ['then', 'environmental', 'ago', 'though', 'oil'], ['couple', 'wonder', 'star', 'yet', 'quality'], ['through'], ['force', 'learn', 'during', 'bar', 'professor'], ['voice']]"
"Escobar, Lawson and Owens",12:04 - 20:17,"['Professor Emeritus', 'Facilities manager', 'Therapist, occupational', 'Legal secretary', 'Print production planner', 'Historic buildings inspector/conservation officer', 'Insurance broker', 'Scientist, forensic', 'Economist']","[['sign', 'save'], ['car', 'step', 'away'], ['agreement', 'glass', 'sure'], ['ok', 'garden'], ['enough', 'learn', 'trade', 'central', 'where'], ['do'], ['southern', 'end', 'knowledge'], ['bed', 'then', 'station'], ['bit', 'road', 'positive', 'form', 'nor']]"
Garcia-Mullins,02:47 - 03:21,"['Teaching laboratory technician', 'Health and safety inspector', 'Surveyor, building control', 'Surveyor, minerals', 'Engineer, structural', 'English as a foreign language teacher', 'Nature conservation officer', 'Orthoptist', 'Adult nurse']","[['tend'], ['necessary'], ['note', 'pattern', 'story', 'attack'], ['he', 'program', 'gun', 'stand'], ['might', 'natural'], ['board'], ['unit', 'day'], ['many', 'none'], ['receive', 'price']]"
Castillo-Bailey,09:07 - 02:42,"['Trading standards officer', 'Medical secretary', 'Psychologist, forensic', 'Police officer', 'Sports coach', 'Environmental manager', 'Designer, textile']","[['response'], ['vote', 'guess', 'officer'], ['beyond', 'according', 'sister', 'occur', 'across'], ['water', 'despite', 'dinner', 'can'], ['trial', 'first'], ['large', 'mouth', 'American', 'else', 'for'], ['court', 'physical', 'Congress', 'concern', 'floor']]"
Becker-Rivera,01:51 - 13:09,"['Trade union research officer', 'Engineer, broadcasting (operations)', 'Retail manager', 'Actuary', 'Magazine features editor']","[['along', 'director', 'nature', 'game'], ['others', 'speech', 'tough', 'need'], ['home', 'organization'], ['great', 'large', 'media', 'tend'], ['hot', 'accept', 'back']]"
Gay-Webb,17:06 - 18:47,['Chief Strategy Officer'],"[['cultural', 'up', 'evidence']]"
Stephens LLC,23:04 - 18:50,"['Engineer, site', 'Surveyor, commercial/residential', 'Brewing technologist', 'Community development worker', 'Surveyor, rural practice', 'Librarian, public', 'Engineer, biomedical', 'Occupational therapist', 'Engineer, manufacturing systems']","[['trade', 'son', 'east', 'bit'], ['land', 'laugh', 'hear', 'you'], ['capital'], ['finish', 'away', 'ability', 'inside', 'build'], ['whom'], ['heavy', 'black', 'west'], ['hospital', 'against', 'true', 'piece'], ['federal'], ['arm', 'perform', 'step', 'finish']]"
Anderson-Maynard,14:42 - 16:44,"['Pension scheme manager', 'Catering manager', 'Health and safety adviser', 'Clinical biochemist', 'Retail buyer']","[['ask', 'cover', 'finally', 'write'], ['play', 'close', 'civil', 'of'], ['decision', 'newspaper', 'these', 'garden', 'per'], ['author'], ['whatever', 'tree', 'water', 'body']]"
"Simmons, Hensley and Maxwell",12:42 - 10:35,"['Health promotion specialist', 'Dance movement psychotherapist', 'Ship broker', 'Producer, radio']","[['responsibility', 'theory', 'various', 'in'], ['after', 'leg', 'section', 'government', 'understand'], ['know'], ['close']]"
"Taylor, Gardner and Phelps",20:48 - 01:34,"['Research scientist (physical sciences)', 'Company secretary', 'Civil engineer, consulting', 'Horticulturist, amenity', 'Chief Technology Officer', 'Sound technician, broadcasting/film/video']","[['none', 'or', 'five'], ['join', 'huge', 'success', 'scene', 'talk'], ['trouble', 'lot'], ['item', 'example'], ['plan', 'project', 'challenge'], ['forget', 'none', 'benefit', 'finally', 'billion']]"
Russell Group,01:45 - 01:33,"['Accountant, chartered management', 'Mudlogger']","[['think', 'organization', 'activity'], ['whose', 'hot', 'TV', 'join', 'can']]"
Clark-Rios,12:36 - 12:34,"['Radiographer, diagnostic', 'Doctor, general practice', 'Psychologist, occupational', 'Television camera operator', 'Medical sales representative', 'Materials engineer', 'Audiological scientist', 'Clinical embryologist', 'Broadcast engineer']","[['source', 'start', 'major'], ['upon', 'doctor', 'mention', 'peace', 'wear'], ['present', 'section', 'participant', 'half'], ['face', 'whatever', 'we', 'commercial'], ['draw', 'occur', 'plant'], ['he', 'if', 'same'], ['mention', 'throw', 'loss', 'rest'], ['simple', 'half', 'during', 'window', 'raise'], ['blue', 'wide', 'research', 'call', 'expert']]"
Lopez and Sons,20:49 - 02:34,"['Seismic interpreter', 'Engineer, materials', 'Early years teacher', 'Engineer, drilling', 'Tree surgeon', 'Publishing copy', 'Retail manager', 'Hydrogeologist', 'Ambulance person']","[['bit'], ['senior', 'newspaper', 'activity'], ['suffer', 'cold'], ['new', 'among', 'husband'], ['upon'], ['ok', 'best', 'see', 'send'], ['how', 'program', 'produce', 'term', 'high'], ['few'], ['prepare']]"
Hale-Newton,06:16 - 22:55,"['Economist', 'Civil engineer, consulting', 'Regulatory affairs officer', 'Television/film/video producer', 'Therapist, music', 'Ambulance person']","[['store'], ['major', 'case', 'his', 'prove'], ['doctor', 'heart', 'indeed', 'sense', 'whom'], ['produce', 'case', 'address', 'other'], ['last'], ['peace', 'point', 'care', 'investment', 'from']]"
Spencer-Weber,21:34 - 06:46,"['Garment/textile technologist', 'Information officer', 'Designer, blown glass/stained glass', 'Clinical molecular geneticist', 'Engineer, civil (contracting)', 'Patent examiner']","[['technology', 'will'], ['myself', 'beat', 'of'], ['both', 'decide'], ['end', 'eat', 'room', 'tonight', 'TV'], ['life'], ['institution']]"
"White, Small and Jacobson",02:31 - 12:21,"[""Barrister's clerk"", 'Therapist, nutritional']","[['usually', 'spring', 'fly', 'behind', 'above'], ['management', 'sing', 'free', 'for']]"
"Werner, Ball and Sanchez",14:50 - 13:41,"['Engineer, land', 'Dealer', 'Facilities manager', 'Consulting civil engineer', 'Ceramics designer', 'Legal executive', 'Technical sales engineer']","[['line', 'trial'], ['vote', 'set', 'be'], ['wonder'], ['nature'], ['across'], ['reason'], ['in', 'how', 'food', 'window', 'machine']]"
Reed and Sons,12:25 - 17:33,['Metallurgist'],"[['beautiful', 'piece', 'common', 'first']]"
Norman Group,15:52 - 13:50,"['Designer, blown glass/stained glass', 'Lighting technician, broadcasting/film/video', 'Surveyor, quantity', 'Broadcast journalist', 'Medical illustrator', 'Civil Service fast streamer']","[['describe', 'measure', 'before', 'energy'], ['say', 'exist', 'community', 'door', 'military'], ['task', 'drop', 'our', 'west', 'such'], ['animal', 'despite'], ['those'], ['model']]"
"Hawkins, Reed and Santana",00:02 - 19:32,"['Chiropractor', 'Visual merchandiser', 'Engineer, automotive', 'Development worker, international aid', 'Dispensing optician', 'Research scientist (maths)']","[['senior', 'especially', 'rate'], ['as'], ['person', 'modern', 'step', 'dark', 'although'], ['hour', 'class'], ['southern'], ['relationship', 'list', 'stand']]"
Brown-Reyes,19:13 - 09:03,"['Museum/gallery exhibitions officer', 'Barrister']","[['price'], ['woman', 'right', 'war']]"
Wilson-Martin,11:07 - 18:18,"['Sports therapist', 'Scientist, marine', 'Forensic psychologist', 'Chief Financial Officer', 'Heritage manager', 'Community education officer']","[['phone'], ['marriage', 'seek', 'ten'], ['such'], ['part', 'partner', 'offer'], ['time', 'cover', 'successful', 'color', 'reach'], ['and', 'where', 'sell', 'full']]"
"Wade, Perez and Thompson",16:41 - 03:29,['Financial trader'],"[['try', 'model', 'instead', 'control', 'professional']]"
"Hill, Hernandez and Mathis",21:32 - 20:49,"['Set designer', 'Sports development officer', 'Programmer, applications', 'Translator', 'Engineer, chemical']","[['president', 'also', 'floor', 'next'], ['cold', 'include', 'as', 'drive'], ['baby', 'professional', 'practice'], ['security', 'point'], ['reflect', 'outside', 'other', 'compare', 'available']]"
"Ware, Jones and Miller",23:29 - 15:14,"['Engineer, civil (contracting)', 'Chartered legal executive (England and Wales)', 'Sports coach', 'Dance movement psychotherapist', 'Surveyor, insurance', 'Merchant navy officer']","[['suffer', 'cold', 'real', 'across'], ['situation', 'new'], ['do', 'player', 'brother', 'example'], ['carry', 'job'], ['be', 'recently', 'near', 'story', 'describe'], ['police', 'because']]"
Rodriguez-Richards,00:57 - 11:04,"['Agricultural engineer', 'Furniture conservator/restorer']","[['apply', 'within', 'play'], ['minute', 'management', 'rest', 'charge']]"
Anderson-Warner,17:56 - 06:49,"['Paediatric nurse', 'Engineer, water', 'Advertising copywriter', 'Surveyor, building', 'Lawyer', 'Commissioning editor', 'Retail buyer', 'Maintenance engineer', 'Clinical embryologist', 'Communications engineer']","[['performance', 'thing'], ['security', 'feel', 'morning', 'trip', 'north'], ['ten', 'name'], ['ten'], ['green', 'represent'], ['imagine', 'song', 'in'], ['join', 'exactly', 'million'], ['couple', 'card'], ['American', 'change', 'case', 'describe'], ['energy']]"
Blankenship LLC,19:11 - 04:41,"['IT technical support officer', 'Psychologist, forensic', 'Broadcast presenter', 'Chartered loss adjuster']","[['war', 'have', 'beautiful', 'prepare'], ['describe', 'best'], ['he', 'matter'], ['avoid', 'arrive']]"
Small PLC,21:52 - 21:42,"['Medical secretary', 'Scientist, research (physical sciences)', 'Television camera operator', 'Civil engineer, contracting', 'Mudlogger']","[['writer'], ['clearly'], ['little', 'industry'], ['accept', 'environmental'], ['quite', 'language', 'Congress', 'account']]"
Doyle and Sons,20:12 - 09:33,"['Administrator, sports', 'Risk analyst', 'Automotive engineer', 'Press sub', 'Set designer']","[['attack', 'get'], ['price', 'drug'], ['both', 'bar', 'all'], ['strong', 'allow', 'peace', 'wife'], ['continue']]"
Beasley-Prince,08:33 - 12:51,"['Editorial assistant', 'Insurance underwriter']","[['effect', 'turn', 'knowledge'], ['eat', 'hit', 'enough', 'service']]"
"Harrison, Rivera and Payne",07:13 - 22:04,"['Housing manager/officer', 'Operational researcher', 'Research scientist (maths)', 'Personnel officer']","[['account', 'unit'], ['argue', 'night'], ['could'], ['tell', 'environmental']]"
Flores Inc,04:44 - 01:11,"['Armed forces technical officer', 'Pension scheme manager', 'Health physicist', 'Recycling officer', 'Meteorologist', 'Engineer, communications', 'Marketing executive', 'Print production planner']","[['early', 'ok'], ['production', 'commercial'], ['wrong', 'focus', 'kitchen', 'dog'], ['question'], ['fast', 'watch', 'often'], ['mind', 'land', 'three', 'always', 'somebody'], ['quality', 'Mrs', 'notice', 'visit'], ['natural', 'language']]"
